metric,baseline_rf,proposed_iso_rf,diff
in_dist_accuracy,0.9907341411261582,0.9914468995010691,0.0007127583749109156
in_dist_macro_f1,0.9917524685862451,0.9922814618632256,0.0005289932769805272
mimicry_recall_as_flood,0.9151785714285714,0.9196428571428571,0.004464285714285698
mimicry_evasion_rate,0.06377551020408163,0.05739795918367347,-0.006377551020408163
mimicry_binary_attack_recall,0.9362244897959183,0.9426020408163265,0.0063775510204081565
